Country/Region,Date,Confirmed,Deaths,Recovered
Angola,2020-01-27,0,0,0
Angola,2020-01-28,0,0,0
Angola,2020-01-29,0,0,0
Angola,2020-01-30,0,0,0
Angola,2020-01-31,0,0,0
Angola,2020-02-01,0,0,0
Angola,2020-02-02,0,0,0
Angola,2020-02-03,0,0,0
Angola,2020-02-04,0,0,0
Angola,2020-02-05,0,0,0
Angola,2020-02-06,0,0,0
Angola,2020-02-07,0,0,0
Angola,2020-02-08,0,0,0
Angola,2020-02-09,0,0,0
Angola,2020-02-10,0,0,0
Angola,2020-02-11,0,0,0
Angola,2020-02-12,0,0,0
Angola,2020-02-13,0,0,0
Angola,2020-02-14,0,0,0
Angola,2020-02-15,0,0,0
Angola,2020-02-16,0,0,0
Angola,2020-02-17,0,0,0
Angola,2020-02-18,0,0,0
Angola,2020-02-19,0,0,0
Angola,2020-02-20,0,0,0
Angola,2020-02-21,0,0,0
Angola,2020-02-22,0,0,0
Angola,2020-02-23,0,0,0
Angola,2020-02-24,0,0,0
Angola,2020-02-25,0,0,0
Angola,2020-02-26,0,0,0
Angola,2020-02-27,0,0,0
Angola,2020-02-28,0,0,0
Angola,2020-02-29,0,0,0
Angola,2020-03-01,0,0,0
Angola,2020-03-02,0,0,0
Angola,2020-03-03,0,0,0
Angola,2020-03-04,0,0,0
Angola,2020-03-05,0,0,0
Angola,2020-03-06,0,0,0
Angola,2020-03-07,0,0,0
Angola,2020-03-08,0,0,0
Angola,2020-03-09,0,0,0
Angola,2020-03-10,0,0,0
Angola,2020-03-11,0,0,0
Angola,2020-03-12,0,0,0
Angola,2020-03-13,0,0,0
Angola,2020-03-14,0,0,0
Angola,2020-03-15,0,0,0
Angola,2020-03-16,0,0,0
Angola,2020-03-17,0,0,0
Angola,2020-03-18,0,0,0
Angola,2020-03-19,0,0,0
Angola,2020-03-20,1,0,0
Angola,2020-03-21,3,0,0
Angola,2020-03-22,5,0,0
Angola,2020-03-23,8,0,0
Angola,2020-03-24,11,0,0
Angola,2020-03-25,14,0,0
Angola,2020-03-26,18,0,0
Antigua and Barbuda,2020-01-22,0,0,0
Antigua and Barbuda,2020-01-23,0,0,0
Antigua and Barbuda,2020-01-24,0,0,0
Antigua and Barbuda,2020-01-25,0,0,0
Antigua and Barbuda,2020-01-26,0,0,0
Antigua and Barbuda,2020-01-27,0,0,0
Antigua and Barbuda,2020-01-28,0,0,0
Antigua and Barbuda,2020-01-29,0,0,0
Antigua and Barbuda,2020-01-30,0,0,0
Antigua and Barbuda,2020-01-31,0,0,0
Antigua and Barbuda,2020-02-01,0,0,0
Antigua and Barbuda,2020-02-02,0,0,0
Antigua and Barbuda,2020-02-03,0,0,0
Antigua and Barbuda,2020-02-04,0,0,0
Antigua and Barbuda,2020-02-05,0,0,0
Antigua and Barbuda,2020-02-06,0,0,0
Antigua and Barbuda,2020-02-07,0,0,0
Antigua and Barbuda,2020-02-08,0,0,0
Antigua and Barbuda,2020-02-09,0,0,0
Antigua and Barbuda,2020-02-10,0,0,0
Antigua and Barbuda,2020-02-11,0,0,0
Antigua and Barbuda,2020-02-12,0,0,0
Antigua and Barbuda,2020-02-13,0,0,0
Antigua and Barbuda,2020-02-14,0,0,0
Antigua and Barbuda,2020-02-15,0,0,0
Antigua and Barbuda,2020-02-16,0,0,0
Antigua and Barbuda,2020-02-17,0,0,0
Antigua and Barbuda,2020-02-18,0,0,0
Antigua and Barbuda,2020-02-19,0,0,0
Antigua and Barbuda,2020-02-20,0,0,0
Antigua and Barbuda,2020-02-21,0,0,0
Antigua and Barbuda,2020-02-22,0,0,0
Antigua and Barbuda,2020-02-23,0,0,0
Antigua and Barbuda,2020-02-24,0,0,0
Antigua and Barbuda,2020-02-25,0,0,0
Antigua and Barbuda,2020-02-26,0,0,0
Antigua and Barbuda,2020-02-27,0,0,0
Antigua and Barbuda,2020-02-28,0,0,0
Antigua and Barbuda,2020-02-29,0,0,0
Antigua and Barbuda,2020-03-01,0,0,0
Antigua and Barbuda,2020-03-02,0,0,0
Antigua and Barbuda,2020-03-03,0,0,0
Antigua and Barbuda,2020-03-04,0,0,0
Antigua and Barbuda,2020-03-05,0,0,0
Antigua and Barbuda,2020-03-06,0,0,0
Antigua and Barbuda,2020-03-07,0,0,0
Antigua and Barbuda,2020-03-08,0,0,0
Antigua and Barbuda,2020-03-09,0,0,0
Antigua and Barbuda,2020-03-10,0,0,0
Antigua and Barbuda,2020-03-11,0,0,0
Antigua and Barbuda,2020-03-12,0,0,0
Antigua and Barbuda,2020-03-13,1,0,0
Antigua and Barbuda,2020-03-14,2,0,0
Antigua and Barbuda,2020-03-15,3,0,0
Antigua and Barbuda,2020-03-16,4,0,0
Antigua and Barbuda,2020-03-17,5,0,0
Antigua and Barbuda,2020-03-18,6,0,0
Antigua and Barbuda,2020-03-19,7,0,0
Antigua and Barbuda,2020-03-20,8,0,0
Antigua and Barbuda,2020-03-21,9,0,0
Antigua and Barbuda,2020-03-22,10,0,0
Antigua and Barbuda,2020-03-23,13,0,0
Antigua and Barbuda,2020-03-24,16,0,0
Antigua and Barbuda,2020-03-25,19,0,0
Antigua and Barbuda,2020-03-26,26,0,0
Argentina,2020-01-22,0,0,0
Argentina,2020-01-23,0,0,0
Argentina,2020-01-24,0,0,0
Argentina,2020-01-25,0,0,0
Argentina,2020-01-26,0,0,0
Argentina,2020-01-27,0,0,0
Argentina,2020-01-28,0,0,0
Argentina,2020-01-29,0,0,0
Argentina,2020-01-30,0,0,0
Argentina,2020-01-31,0,0,0
Argentina,2020-02-01,0,0,0
Argentina,2020-02-02,0,0,0
Argentina,2020-02-03,0,0,0
Argentina,2020-02-04,0,0,0
Argentina,2020-02-05,0,0,0
Argentina,2020-02-06,0,0,0
Argentina,2020-02-07,0,0,0
Argentina,2020-02-08,0,0,0
Argentina,2020-02-09,0,0,0
Argentina,2020-02-10,0,0,0
Argentina,2020-02-11,0,0,0
Argentina,2020-02-12,0,0,0
Argentina,2020-02-13,0,0,0
Argentina,2020-02-14,0,0,0
Argentina,2020-02-15,0,0,0
Argentina,2020-02-16,0,0,0
Argentina,2020-02-17,0,0,0
Argentina,2020-02-18,0,0,0
Argentina,2020-02-19,0,0,0
Argentina,2020-02-20,0,0,0
Argentina,2020-02-21,0,0,0
Argentina,2020-02-22,0,0,0
Argentina,2020-02-23,0,0,0
Argentina,2020-02-24,0,0,0
Argentina,2020-02-25,0,0,0
Argentina,2020-02-26,0,0,0
Argentina,2020-02-27,0,0,0
Argentina,2020-02-28,0,0,0
Argentina,2020-02-29,0,0,0
Argentina,2020-03-01,0,0,0
Argentina,2020-03-02,0,0,0
Argentina,2020-03-03,1,0,0
Argentina,2020-03-04,2,0,0
Argentina,2020-03-05,3,0,0
Argentina,2020-03-06,5,0,0
Argentina,2020-03-07,13,0,0
Argentina,2020-03-08,25,1,0
Argentina,2020-03-09,37,2,0
Argentina,2020-03-10,54,3,0
Argentina,2020-03-11,73,4,0
Argentina,2020-03-12,92,5,0
Argentina,2020-03-13,123,7,0
Argentina,2020-03-14,157,9,1
Argentina,2020-03-15,202,11,2
Argentina,2020-03-16,258,13,3
Argentina,2020-03-17,326,15,6
Argentina,2020-03-18,405,17,9
Argentina,2020-03-19,502,20,12
Argentina,2020-03-20,630,23,15
Argentina,2020-03-21,788,27,18
Argentina,2020-03-22,1054,31,21
Argentina,2020-03-23,1355,35,24
Argentina,2020-03-24,1742,41,76
Argentina,2020-03-25,2129,49,128
Argentina,2020-03-26,2631,58,191
Armenia,2020-01-22,0,0,0
Armenia,2020-01-23,0,0,0
Armenia,2020-01-24,0,0,0
Armenia,2020-01-25,0,0,0
Armenia,2020-01-26,0,0,0
Armenia,2020-01-27,0,0,0
Armenia,2020-01-28,0,0,0
Armenia,2020-01-29,0,0,0
Armenia,2020-01-30,0,0,0
Armenia,2020-01-31,0,0,0
Armenia,2020-02-01,0,0,0
Armenia,2020-02-02,0,0,0
Armenia,2020-02-03,0,0,0
Armenia,2020-02-04,0,0,0
Armenia,2020-02-05,0,0,0
Armenia,2020-02-06,0,0,0
Armenia,2020-02-07,0,0,0
Armenia,2020-02-08,0,0,0
Armenia,2020-02-09,0,0,0
Armenia,2020-02-10,0,0,0
Armenia,2020-02-11,0,0,0
Armenia,2020-02-12,0,0,0
Armenia,2020-02-13,0,0,0
Armenia,2020-02-14,0,0,0
Armenia,2020-02-15,0,0,0
Armenia,2020-02-16,0,0,0
Armenia,2020-02-17,0,0,0
Armenia,2020-02-18,0,0,0
Armenia,2020-02-19,0,0,0
Armenia,2020-02-20,0,0,0
Armenia,2020-02-21,0,0,0
Armenia,2020-02-22,0,0,0
Armenia,2020-02-23,0,0,0
Armenia,2020-02-24,0,0,0
Armenia,2020-02-25,0,0,0
Armenia,2020-02-26,0,0,0
Armenia,2020-02-27,0,0,0
Armenia,2020-02-28,0,0,0
Armenia,2020-02-29,0,0,0
Armenia,2020-03-01,1,0,0
Armenia,2020-03-02,2,0,0
Armenia,2020-03-03,3,0,0
Armenia,2020-03-04,4,0,0
Armenia,2020-03-05,5,0,0
Armenia,2020-03-06,6,0,0
Armenia,2020-03-07,7,0,0
Armenia,2020-03-08,8,0,0
Armenia,2020-03-09,9,0,0
Armenia,2020-03-10,10,0,0
Armenia,2020-03-11,11,0,0
Armenia,2020-03-12,15,0,0
Armenia,2020-03-13,23,0,0
Armenia,2020-03-14,41,0,0
Armenia,2020-03-15,67,0,0
Armenia,2020-03-16,119,0,0
Armenia,2020-03-17,197,0,1
Armenia,2020-03-18,281,0,2
Armenia,2020-03-19,396,0,3
Armenia,2020-03-20,532,0,4
Armenia,2020-03-21,692,0,5
Armenia,2020-03-22,886,0,7
Armenia,2020-03-23,1121,0,9
Armenia,2020-03-24,1370,0,23
Armenia,2020-03-25,1635,0,39
Armenia,2020-03-26,1925,1,57
Australia,2020-01-22,0,0,0
Australia,2020-01-23,0,0,0
Australia,2020-01-24,0,0,0
Australia,2020-01-25,0,0,0
Australia,2020-01-26,4,0,0
Australia,2020-01-27,9,0,0
Australia,2020-01-28,14,0,0
Australia,2020-01-29,20,0,0
Australia,2020-01-30,29,0,2
Australia,2020-01-31,38,0,4
Australia,2020-02-01,50,0,6
Australia,2020-02-02,62,0,8
Australia,2020-02-03,74,0,10
Australia,2020-02-04,87,0,12
Australia,2020-02-05,100,0,14
Australia,2020-02-06,114,0,16
Australia,2020-02-07,129,0,18
Australia,2020-02-08,144,0,20
Australia,2020-02-09,159,0,22
Australia,2020-02-10,174,0,24
Australia,2020-02-11,189,0,26
Australia,2020-02-12,204,0,28
Australia,2020-02-13,219,0,36
Australia,2020-02-14,234,0,44
Australia,2020-02-15,249,0,52
Australia,2020-02-16,264,0,60
Australia,2020-02-17,279,0,70
Australia,2020-02-18,294,0,80
Australia,2020-02-19,309,0,90
Australia,2020-02-20,324,0,100
Australia,2020-02-21,339,0,111
Australia,2020-02-22,354,0,122
Australia,2020-02-23,369,0,133
Australia,2020-02-24,384,0,144
Australia,2020-02-25,399,0,155
Australia,2020-02-26,414,0,166
Australia,2020-02-27,429,0,177
Australia,2020-02-28,444,0,188
Australia,2020-02-29,469,0,199
Australia,2020-03-01,496,1,210
Australia,2020-03-02,526,2,221
Australia,2020-03-03,565,3,232
Australia,2020-03-04,617,5,243
Australia,2020-03-05,672,7,264
Australia,2020-03-06,732,9,285
Australia,2020-03-07,795,11,306
Australia,2020-03-08,871,14,327
Australia,2020-03-09,962,17,348
Australia,2020-03-10,1069,20,369
Australia,2020-03-11,1197,23,390
Australia,2020-03-12,1325,26,411
Australia,2020-03-13,1525,29,434
Australia,2020-03-14,1775,32,457
Australia,2020-03-15,2072,35,480
Australia,2020-03-16,2449,38,503
Australia,2020-03-17,2901,43,526
Australia,2020-03-18,3469,49,549
Australia,2020-03-19,4150,55,575
Australia,2020-03-20,4941,62,601
Australia,2020-03-21,6012,69,627
Australia,2020-03-22,7561,76,715
Australia,2020-03-23,9243,83,803
Australia,2020-03-24,11287,91,918
Australia,2020-03-25,13651,99,1037
Australia,2020-03-26,16461,112,1209
Austria,2020-01-22,0,0,0
Austria,2020-01-23,0,0,0
Austria,2020-01-24,0,0,0
Austria,2020-01-25,0,0,0
Austria,2020-01-26,0,0,0
Austria,2020-01-27,0,0,0
Austria,2020-01-28,0,0,0
Austria,2020-01-29,0,0,0
Austria,2020-01-30,0,0,0
Austria,2020-01-31,0,0,0
Austria,2020-02-01,0,0,0
Austria,2020-02-02,0,0,0
Austria,2020-02-03,0,0,0
Austria,2020-02-04,0,0,0
Austria,2020-02-05,0,0,0
Austria,2020-02-06,0,0,0
Austria,2020-02-07,0,0,0
Austria,2020-02-08,0,0,0
Austria,2020-02-09,0,0,0
Austria,2020-02-10,0,0,0
Austria,2020-02-11,0,0,0
Austria,2020-02-12,0,0,0
Austria,2020-02-13,0,0,0
Austria,2020-02-14,0,0,0
Austria,2020-02-15,0,0,0
Austria,2020-02-16,0,0,0
Austria,2020-02-17,0,0,0
Austria,2020-02-18,0,0,0
Austria,2020-02-19,0,0,0
Austria,2020-02-20,0,0,0
Austria,2020-02-21,0,0,0
Austria,2020-02-22,0,0,0
Austria,2020-02-23,0,0,0
Austria,2020-02-24,0,0,0
Austria,2020-02-25,2,0,0
Austria,2020-02-26,4,0,0
Austria,2020-02-27,7,0,0
Austria,2020-02-28,10,0,0
Austria,2020-02-29,19,0,0
Austria,2020-03-01,33,0,0
Austria,2020-03-02,51,0,0
Austria,2020-03-03,72,0,0
Austria,2020-03-04,101,0,0
Austria,2020-03-05,142,0,0
Austria,2020-03-06,197,0,0
Austria,2020-03-07,276,0,0
Austria,2020-03-08,380,0,0
Austria,2020-03-09,511,0,2
Austria,2020-03-10,693,0,6
Austria,2020-03-11,939,0,10
Austria,2020-03-12,1241,1,14
Austria,2020-03-13,1745,2,20
Austria,2020-03-14,2400,3,26
Austria,2020-03-15,3260,4,32
Austria,2020-03-16,4278,7,38
Austria,2020-03-17,5610,10,39
Austria,2020-03-18,7256,14,48
Austria,2020-03-19,9269,20,57
Austria,2020-03-20,11657,26,66
Austria,2020-03-21,14471,34,75
Austria,2020-03-22,18053,50,84
Austria,2020-03-23,22527,71,93
Austria,2020-03-24,27810,99,102
Austria,2020-03-25,33398,129,111
Austria,2020-03-26,40307,178,223
Azerbaijan,2020-01-22,0,0,0
Azerbaijan,2020-01-23,0,0,0
Azerbaijan,2020-01-24,0,0,0
Azerbaijan,2020-01-25,0,0,0
Azerbaijan,2020-01-26,0,0,0
Azerbaijan,2020-01-27,0,0,0
Azerbaijan,2020-01-28,0,0,0
Azerbaijan,2020-01-29,0,0,0
Azerbaijan,2020-01-30,0,0,0
Azerbaijan,2020-01-31,0,0,0
Azerbaijan,2020-02-01,0,0,0
Azerbaijan,2020-02-02,0,0,0
Azerbaijan,2020-02-03,0,0,0
Azerbaijan,2020-02-04,0,0,0
Azerbaijan,2020-02-05,0,0,0
Azerbaijan,2020-02-06,0,0,0
Azerbaijan,2020-02-07,0,0,0
Azerbaijan,2020-02-08,0,0,0
Azerbaijan,2020-02-09,0,0,0
Azerbaijan,2020-02-10,0,0,0
Azerbaijan,2020-02-11,0,0,0
Azerbaijan,2020-02-12,0,0,0
Azerbaijan,2020-02-13,0,0,0
Azerbaijan,2020-02-14,0,0,0
Azerbaijan,2020-02-15,0,0,0
Azerbaijan,2020-02-16,0,0,0
Azerbaijan,2020-02-17,0,0,0
Azerbaijan,2020-02-18,0,0,0
Azerbaijan,2020-02-19,0,0,0
Azerbaijan,2020-02-20,0,0,0
Azerbaijan,2020-02-21,0,0,0
Azerbaijan,2020-02-22,0,0,0
Azerbaijan,2020-02-23,0,0,0
Azerbaijan,2020-02-24,0,0,0
Azerbaijan,2020-02-25,0,0,0
Azerbaijan,2020-02-26,0,0,0
Azerbaijan,2020-02-27,0,0,0
Azerbaijan,2020-02-28,0,0,0
Azerbaijan,2020-02-29,0,0,0
Azerbaijan,2020-03-01,3,0,0
Azerbaijan,2020-03-02,6,0,0
Azerbaijan,2020-03-03,9,0,0
Azerbaijan,2020-03-04,12,0,0
Azerbaijan,2020-03-05,18,0,0
Azerbaijan,2020-03-06,24,0,0
Azerbaijan,2020-03-07,33,0,0
Azerbaijan,2020-03-08,42,0,0
Azerbaijan,2020-03-09,51,0,0
Azerbaijan,2020-03-10,62,0,0
Azerbaijan,2020-03-11,73,0,3
Azerbaijan,2020-03-12,84,0,6
Azerbaijan,2020-03-13,99,1,9
Azerbaijan,2020-03-14,114,2,12
Azerbaijan,2020-03-15,137,3,18
Azerbaijan,2020-03-16,165,4,24
Azerbaijan,2020-03-17,193,5,30
Azerbaijan,2020-03-18,221,6,36
Azerbaijan,2020-03-19,265,7,42
Azerbaijan,2020-03-20,309,8,48
Azerbaijan,2020-03-21,362,9,59
Azerbaijan,2020-03-22,427,10,69
Azerbaijan,2020-03-23,499,11,79
Azerbaijan,2020-03-24,586,12,89
Azerbaijan,2020-03-25,679,14,99
Azerbaijan,2020-03-26,801,17,114
Bahamas,2020-01-22,0,0,0
Bahamas,2020-01-23,0,0,0
Bahamas,2020-01-24,0,0,0
Bahamas,2020-01-25,0,0,0
Bahamas,2020-01-26,0,0,0
Bahamas,2020-01-27,0,0,0
Bahamas,2020-01-28,0,0,0
Bahamas,2020-01-29,0,0,0
Bahamas,2020-01-30,0,0,0
Bahamas,2020-01-31,0,0,0
Bahamas,2020-02-01,0,0,0
Bahamas,2020-02-02,0,0,0
Bahamas,2020-02-03,0,0,0
Bahamas,2020-02-04,0,0,0
Bahamas,2020-02-05,0,0,0
Bahamas,2020-02-06,0,0,0
Bahamas,2020-02-07,0,0,0
Bahamas,2020-02-08,0,0,0
Bahamas,2020-02-09,0,0,0
Bahamas,2020-02-10,0,0,0
Bahamas,2020-02-11,0,0,0
Bahamas,2020-02-12,0,0,0
Bahamas,2020-02-13,0,0,0
Bahamas,2020-02-14,0,0,0
Bahamas,2020-02-15,0,0,0
Bahamas,2020-02-16,0,0,0
Bahamas,2020-02-17,0,0,0
Bahamas,2020-02-18,0,0,0
Bahamas,2020-02-19,0,0,0
Bahamas,2020-02-20,0,0,0
